OBJECTID,TREEID,DATE,COLLECTOR,LANDUSE,HEIGHT,DIAMETER,HAZARD,NOTES,STATUS,GlobalID,Species,Condition,TREE_ID,Donor,Planted,treatmenthistory,latitude,longitude
1437,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,16,8,No,Crabapple young,Planted,ceadc9ee-d430-485f-a54d-33f60dd34f17,Malus,Fair,BL39,,,,43.7052130354377,-72.2892234396374
1438,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,20,12,No,Crabapple mature,Planted,c0ab53a2-6dee-40ca-a635-3b23ea2756d4,Malus,Fair,BL148,,,,43.7050780240128,-72.2894002774125
1439,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,20,10,No,Crabapple mature,Planted,13115a8c-85ea-4539-b911-c4f6cd2c81e8,Malus,Fair,BL40,,,,43.705214470205,-72.2894002774125
1440,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,45,20,No,American elm young,Planted,e2a61357-c37c-4b75-8258-d24660616d30,Ulmus americana,Fair,BL41,"for Cohen, Wm. N.",,Arbotect 2023,43.7053308089125,-72.2893208035463
1441,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,40,24,No,American elm young,Planted,86bf5cb6-de0c-4717-ad1b-ee2725ac7fa2,Ulmus americana,Fair,BL51,"Hammerman, Bob for Sachs, Jerald",,Arbotect 2017,43.7050449643373,-72.2879916350659
1442,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,55,24,No,American elm semi-mature,Planted,a1172f4f-1e2b-47ab-a52a-9d4a2a8a7d38,Ulmus americana,Fair,BL55,"Hammerman, Bob for Elbert/Gamse",,arbotect june 2022,43.7053954155913,-72.2878724110061
1443,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,,,No,Blue spruce mature,Planted,2cd0a769-f7a2-44d9-900a-e4c7371593f7,Picea pungens,Good,BL110,,,,43.7077580482581,-72.2884406369203
1444,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,,,No,Austrian pine mature,Planted,ef84b823-b24f-46ab-bf93-643f6b7257e4,Pinus nigra,Fair,BL111,,,,43.7074937952716,-72.2885062169634
1445,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,,,No,Austrian pine mature,Planted,d12f0df9-1cc7-4078-be30-85b5ad08d2f0,Pinus nigra,Fair,BL113,,,,43.7075210756956,-72.2883969437944
1446,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,,,No,Amur maple mature,Planted,e76e32e8-1c77-4e97-bc00-357b966fd6fb,Acer ginnala,Fair,BL114,,,,43.7074320216444,-72.2884406369203
1447,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,,,No,Honeylocust semi-mature,Planted,b5b525dc-f280-453f-98ec-07aedc4db542,Gleditsia triacanthos,Fair,BL117,,,,43.7077307679419,-72.2882816891879
1448,,"Mon, 26 Mar 2018 18:28:38 GMT",Beaty,,,22,No,American elm semi-mature,Planted,ce5e4e15-a946-4e67-936a-91d6ffe07029,Ulmus americana ,Good,BL203,,,,43.7047774438222,-72.2880553175437
1449,,"Mon, 26 Mar 2018 18:32:13 GMT",Beaty ,,20,6,No,Shad semi-mature ,Planted,76ea1ae8-d13b-4f07-8f67-a64e53fc4b33,Amelanchier canadensis ,Poor,BL157,,,,43.705052998889,-72.2881640308278
1450,,"Mon, 26 Mar 2018 18:36:05 GMT",Beaty ,,20,8,No,Shad semi-mature,Planted,3ef32694-5c92-45a5-9fdb-87652115ad53,Amelanchier canadensis ,Poor ,BL158,,,,43.7051976297096,-72.2881660058138
1451,,"Mon, 26 Mar 2018 18:39:21 GMT",Scott Melendy,,40,16,No,American elm young,Planted,b5cf1433-b80e-4c3b-8b92-9b12ae953d04,Ulmus americana ,Fair ,BL204,In honor of Gordon Cloud ,,,43.7055573799123,-72.2881852370429
1452,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,80,30,No,Pin oak mature,Planted,335d37d6-b082-4dc1-9377-09c05c6ea237,Quercus palustris,Good,BL118,,,,43.7073115870144,-72.2874139237359
1453,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,40,16,No,Honeylocust semi-mature removed 1-27-20,Planted,139e2ff4-bfa3-4060-8fdd-8fbe78dc01e3,Gleditsia triacanthos,Fair,BL120,,,,43.7066825229947,-72.2874496506159
1454,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,90,32,No,White pine mature,Planted,c87d59ad-d97d-44cc-a4cf-ae6d4640f36e,Pinus strobus,Fair,BL121,,,,43.7068347677286,-72.2872907028835
1455,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,85,32,No,"White pine mature, removed 1-2020",Planted,3830abec-c2a8-41f1-b223-229f8da2bbea,Pinus strobus,Poor,BL123,,,,43.706877850694,-72.287441711382
1456,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,18,6,No,Hackberry young,Planted,4fca7257-e1ed-4a06-a5d6-a827620a4955,Celtis occidentalis,Fair,BL161,"Lehrer, Brian for Dennis, Victoria",,,43.7060247170657,-72.2881769048076
1457,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,18,6,No,Hackberry young,Planted,e9593b74-f0af-46a3-b94e-03e5f7657403,Celtis occidentalis,Fair,BL162,,,,43.7061798331955,-72.2882245945624
1458,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,20,6,No,Red oak young,Planted,a9daa55c-62b5-47b1-9f91-aa00082643f0,Quercus rubra,Fair,BL173,,,,43.7062976048301,-72.2882245945624
1459,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,20,8,No,Red oak young,Planted,f2e69b7e-ea5c-48c0-8d45-78a12d4ca104,Quercus rubra,Fair,BL174,,,,43.7064010280171,-72.2881808744245
1460,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,20,8,No,Red oak young,Planted,bd052513-3ec6-43d1-a0e2-750f8e43a9a1,Quercus rubra,Fair,BL175,,,,43.7064671071558,-72.2881450938479
1461,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,15,8,No,Red oak young,Planted,cbe7d196-b643-43f6-876b-c7c924168d8a,Quercus rubra,Fair,BL176,,,,43.7065594006321,-72.2883388032319
1462,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,16,3,No,American elm young,Planted,96041aa2-3b65-4127-b7cf-d977804bc90a,Ulmus americana,Good,BL163,,2015,,43.7059902423946,-72.2885583684951
1463,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,18,4,No,Hackberry young,Planted,66a26e4b-54c1-44cf-b48a-a6df162fc763,Celtis occidentalis,Good,BL164,,,,43.7059543425991,-72.2883571895586
1464,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,18,5,No,American elm young,Planted,6a3491e2-3257-44f6-9174-83df3aecbcb9,Ulmus americana,Fair,BL165,,,,43.7060125015736,-72.2883964639318
1465,,"Mon, 26 Mar 2018 04:00:00 GMT",Beaty,,20,6,No,Hackberry young,Planted,e063ed15-f4c1-43de-b8a5-f9a2e28f3158,Celtis occidentalis,Fair,BL166,"1959 Class for Kemeny, John",,,43.7060695892763,-72.2883403050986
1466,,"Tue, 27 Mar 2018 04:00:00 GMT",Beaty,,18,5,No,Hackberry young,Planted,4af959d1-8a9c-4b9e-9557-5ac396929a51,Celtis Occidentalis,Fair,BL167,,,,43.7060433672553,-72.288833836344
1467,,"Tue, 27 Mar 2018 04:00:00 GMT",Beaty,,25,8,No,Red maple/Silver maple hybrid,Planted,39a10d1d-3253-427b-b0b2-76a13a05c7e4,Acer x freemanii (Jeffersred) 'Autumn Blaze',Good,BL168,In memory of Lamees M. Kareem 22 ,,,43.7061259520889,-72.2887513852242
1468,,,Beaty,,25,8,,Hackberry young,Planted,2f7d918b-d5c8-4524-9cb0-09206d6bddd5,Celtis occidentalis,Fair,BL169,,,,43.7063191294461,-72.2888447663375
1469,,"Tue, 27 Mar 2018 04:00:00 GMT",Beaty,,12,3,No,Hophornbeam young,Planted,4ae83328-86f7-42c6-a8d2-d9be9584a077,Ostrya virginiana,Fair,BL170,,,,43.7062203886343,-72.2887007249686
1470,,"Tue, 27 Mar 2018 04:00:00 GMT",Beaty,,12,3,No,Hophornbeam young,Planted,e210bb19-a930-46df-9fdd-403ede2810ac,Ostrya virginiana,Fair,BL171,,,,43.7063047667246,-72.2886535382508
1471,,"Tue, 27 Mar 2018 04:00:00 GMT",Beaty,,16,4,No,American elm,Planted,d7eb36de-3506-478b-b1d0-5aca929533f9,Ulmus americana,Fair,BL172,,2016,,43.7061507270508,-72.2886033674853
1472,,"Wed, 28 Mar 2018 04:00:00 GMT",Beaty,,12,6,No,Hawthorn semi-mature,Planted,d0a7bec7-a9e2-43fa-82ab-17eb00ea25fa,Crataegus,Poor,BL177,,,,43.7069441842651,-72.2876742896082
1473,,"Wed, 28 Mar 2018 04:00:00 GMT",Beaty,,20,8,No,Red oak young,Planted,278bf89f-b385-45d9-a1e4-522e90bf3563,Quercus rubra,Good,BL178,,,,43.7070446979549,-72.2883776183776
1474,,"Wed, 28 Mar 2018 04:00:00 GMT",Beaty,,20,8,No,Red oak young,Planted,12cdfa5d-b7eb-43f4-840d-9d4fce4891c1,Quercus rubra,Good,BL179,,,,43.7069815279561,-72.2882107314112
1476,,"Wed, 28 Mar 2018 04:00:00 GMT",Beaty,,20,6,No,Hornbeam young,Planted,e93ff503-62ad-494d-9ba5-0c395535e08a,Carpinus betulus,Fair,BL180,,,,43.7066224771002,-72.2885961647158
1477,,"Wed, 28 Mar 2018 04:00:00 GMT",Beaty,,20,6,No,Hornbeam young,Planted,eafb7f29-74a1-465b-8cc5-d217738d271b,Carpinus betulus,Fair,BL182,,,,43.7067287306091,-72.2885325964931
1478,,"Wed, 28 Mar 2018 04:00:00 GMT",Beaty,,18,5,No,American elm young,Planted,fe828209-426a-4fb1-9bc8-8cfdd7176138,Ulmus americana,Fair,BL183,,,,43.7057865575936,-72.289382964144
1479,,"Wed, 28 Mar 2018 04:00:00 GMT",Beaty,,18,4,No,American elm young,Planted,c3f2e878-869a-46f5-b03c-efa6271f65a0,Ulmus americana,Fair,BL184,,,,43.70606739622,-72.2894686876031
1480,,"Wed, 28 Mar 2018 04:00:00 GMT",Beaty,,18,4,No,American elm young,Planted,c791959c-224c-41f3-bb8e-6d5e5564f9c8,Ulmus americana,Fair,BL185,,,,43.7062334866009,-72.2894771633116
1481,,"Wed, 28 Mar 2018 04:00:00 GMT",Beaty,,20,6,No,White pine young,Planted,21a113e6-4163-4a83-a225-09c0a7a9154c,Pinus strobus,Fair,BL187,,,,43.7060221021767,-72.2892041683268
1482,,,Beaty,,20,6,No,White pine young,Planted,fbf8f6ab-c809-4a45-abd4-749388c32be1,Pinus strobus,Fair,BL188,,,,43.7060364504835,-72.2890610990622
1483,,"Wed, 28 Mar 2018 04:00:00 GMT",Beaty,,20,6,No,White pine young,Planted,898650c6-9b27-4b0e-9474-bfff154ec1ee,Pinus strobus,Fair,BL189,,,,43.7060335808697,-72.2889618036321
1484,,"Fri, 24 Aug 2018 04:00:00 GMT",Beaty,,15,10,No,Crabapple,Planted,3b39b4b5-c591-43a2-ba60-cf4d3ba3baaa,Malus,Fair,CH06,,,,43.7067086822583,-72.2897289892681
1485,,"Fri, 24 Aug 2018 04:00:00 GMT",Beaty,,75,24,,"Norway spruce,Removed 2020",Planted,9e5db960-6fb3-4747-92d9-8b8f5f8a0292,Picea abies,Poor,CH07,,,,43.7068470830747,-72.2897172945487
1486,,"Fri, 24 Aug 2018 04:00:00 GMT",Beaty,,65,32,No,Sugar maple,Planted,cdf22c2c-6e64-420b-92c9-53ed6e4fcd3b,Acer saccharum,Fair,CH13,,,,43.7070503987607,-72.2903523343813
1487,,"Fri, 24 Aug 2018 04:00:00 GMT",Beaty,,65,38,No,Red oak,Planted,c574dd7d-8698-40b1-97fc-5ec2763f30ce,Quercus rubra,Fair,CH14,,,,43.7069536464796,-72.2904770030765
1488,,"Fri, 24 Aug 2018 04:00:00 GMT",Beaty,,12,12,No,Cornel cherry dogwood,Planted,15f995c4-b03e-4b91-aa8e-11cc75cbae3e,Cornus mas,Fair,CH15,,,,43.7070081302926,-72.2906452316385
1489,,"Fri, 24 Aug 2018 04:00:00 GMT",Beaty,,30,15,No,White pine,Planted,ec93fe13-2ec1-4842-b251-1a9005fb8c20,Pinus strobus,Poor,CH22,,,,43.7070542766024,-72.290996064545
1490,,,,,65,45,No,American elm,Planted,748b9088-a52a-48d3-8efe-c7013bd8a7aa,Ulmus americana,Fair,DG01,"Dewitt Family for Dewitt, Gordon",,,43.702549736711,-72.2892777696039
1491,,,,,60,32,No,Amerian elm,Planted,a0e16b87-1c75-4a90-bdd1-1e48097b09a1,Ulmus americana,Good,DG31,"Jaques Harlow for Harlow, John",,Arbotect 2022,43.7028956262919,-72.289237214453
1492,,,,,60,32,No,American elm,Planted,346efd9c-5775-45f1-8f53-0f29c83c5fa5,Ulmus americana,Good,DG30,1932 for 1932,,Arbotect 2022,43.7029983961961,-72.2892430618127
1493,,,,,16,5,No,American elm,Planted,62d19354-eebd-456b-856a-f1c5d37b930c,Ulmus americana,Good,DG29,Afro-Am multi for Willis-Starbuck,,,43.7030969387529,-72.2892460120134
1494,,,,,16,3,No,American elm,Planted,0c84e57b-453a-495b-8c59-2a90d314370b,Ulmus americana,to be planted,DG28,Hammerman for Sachs,,,43.7034448417923,-72.2892633926755
1495,,,,,50,34,No,Sugar maple,Planted,4e7caf62-9372-47a8-a2da-2ae21bbc1866,Acer saccharum,Fair,DG27,,,Cambistat 10-2-2019,43.7036173365582,-72.2892802718744
1496,,"Fri, 16 May 2025 14:23:22 GMT",Melendy,,15,3,No,American elm (Princeton),Planted,b573c5ae-fa47-43d3-8e21-613cb2aef06c,Ulmus americana,Good,DG26,"Sargent Family for Sargent, Bert&M.",5/15/25,,43.703769286291,-72.2892974891155
1497,,,,,18,5,No,American elm,Planted,d7bd8b17-8d5a-4b93-97ff-ad64846075b0,Ulmus americana,Good,DG25,,,,43.7038929961268,-72.2892945922839
1498,,,,,55,22,No,Red oak,Planted,a9d2b27a-5594-45ce-8234-bacca446b8ed,Quercus rubra,Fair,DG24,,,,43.7040394577922,-72.2893183719537
1499,,,,,65,24,No,Red oak,Planted,94699af9-4925-4d70-a407-fe185af7e778,Quercus rubra,Fair,DG23,"Class of 1952 for 1952, Class",,,43.7040813794039,-72.2891820620719
1500,,,,,55,30,No,Sugar maple,Planted,5fba208b-15dc-47d8-af17-9800e431d9a6,Acer saccharum,Fair,DG22,"Madeleine Ferris for Ferris, Gregory Reed",,,43.70409394455,-72.2890398512973
1501,,,,,65,26,No,Red oak,Planted,99228ef3-aa5d-44d3-8eaa-de77f7d43ee0,Quercus rubra,Fair,DG21,Forever treasured Allen E. Ferris parent of Greg Ferris 1994,,,43.7040876621549,-72.2888658832599
1502,,,,,65,26,No,Red oak,Planted,897ba3d4-4337-42b0-b9d1-e4bc85c58204,Quercus rubra,Good,DG20,"Jaques Harlow for Knapp, John F.",,,43.7040939834274,-72.2885556588735
1503,,,,,35,12,No,American elm,Planted,faf7bec3-801c-47f2-852d-c39bd2026b81,Ulmus americana,Good,DG19,"Kline for Kline, Roger",,,43.704077269156,-72.2882831462574
1504,,,,,50,20,No,Red oak,Planted,df338d38-86de-4254-9dea-18deaba36222,Quercus rubra,Good,DG18,,,,43.7041023988552,-72.2880889549141
1505,,,,,35,12,No,American elm,Planted,5188ccb8-dc1e-40e7-aaea-1fbd6d107e96,Ulmus americana,Good,DG17,,,,43.7039766340355,-72.2879323678661
1506,,,,,35,12,No,American elm,Planted,50fa7ea8-d430-4c31-a8e4-15bd239a2b11,Ulmus americana,Fair,DG16,"P.M. Shannon for Shannon, Philip",,,43.7038550961884,-72.2879295248129
1507,,,,,50,20,No,Red oak,Planted,bd0bca3f-05c1-4a3c-8226-183c64f9983d,Quercus rubra,Fair,DG15,,,,43.7037586879382,-72.2879265742848
1508,,,,,55,20,No,Red oak,Planted,542da9ca-665c-464f-81d8-1bc8d523cfa9,Quercus rubra,Fair,DG13,"David and KarenTaylor for Taylor, David",,,43.703505062638,-72.2879149871222
1509,,,,,64,34,No,American elm,Planted,34dc4e9b-f2e2-473b-9216-1624c05554c6,Ulmus americana,Good,DG12,,,,43.7032451536629,-72.2879091400899
1510,,,,,77,40,No,American elm,Planted,b5e16d75-2bc1-4e57-ad1a-4ec59bd2e78f,Ulmus americana,Fair,DG11,,,,43.7030690493811,-72.2879062435858
1511,,,,,68,32,No,American elm,Planted,7f3a2cc3-c5e3-483d-b7fc-75daf35708cb,Ulmus americana,Fair,DG09,,,,43.7028237978479,-72.2879119835523
1512,,,,,68,32,No,American elm,Planted,9662fe2d-c580-4d8d-8a0f-4f826c8894cd,Ulmus americana,Fair,DG10,"1950 Class for Batty, W. Lawson",,,43.7028237978479,-72.2879119835523
1513,,,,,25,8,No,American elm,Planted,770d1793-c645-4c6a-b255-672844f61471,Ulmus americana,Poor,DG08,"Gail and Nick Brekelmans for Brekelmans, Nina M.",,,43.7026896537027,-72.2880018910872
1514,,,,,25,12,No,American elm,Planted,51fa7f07-5a91-4b65-a03a-473babe5c961,Ulmus americana,Good,DG10,,,,43.7029550474433,-72.2879347593584
1515,,,,,48,13,Yes,"Sugar maple Removed 1-2-2020, Replaced 10-2020",Planted,5cb4d5af-a6b2-47ed-b922-36ab5c84a52a,Acer saccharum,Good,DG07,,,,43.7026881357584,-72.2881770167415
1516,,,,,46,13,No,"Sugar maple Removed 1-2-2020, Replaced July 2020",Planted,5be1ddfd-5734-48b4-bd3c-2d1abcf26715,Acer saccharum,Good,DG07,"A tribute to the tribunal/Chadwell,McGrillis,Nichols,Spalding,Richardson",,,43.7026797783163,-72.2883741859523
1517,,,,,60,32,No,Sugar maple,Planted,3df5086a-414c-49a1-bf25-c2477fc23c66,Acer saccharum,Removed August 2024,DG05,Tribunal,,Cambistat 10-2-2019,43.7026776647454,-72.2885452305553
1518,,,,,60,32,No,Sugar maple,Planted,5c912ec7-b4c8-4758-a1c4-86ac9090e8a6,Acer saccharum,Fair,DG04,,,,43.7026640331377,-72.2887206468448
1519,,,,,55,32,No,Sugar maple,Planted,618b28d9-be41-47fe-8a63-0d378fb8328a,Acer saccharum,Fair,DG03,,,,43.7026629860863,-72.288920685957
1520,,,,,35,20,No,Red maple,Planted,c0b86b32-8477-4eaa-901f-fe5f1fac90b7,Acer rubrum,Fair,DG02,,,,43.7026189499394,-72.2890627626536
1521,,,,,,,,American elm,Planted,2c709fe2-1a63-47bb-b22d-e4b13738a2fe,Ulmus americana,REMOVED,DG32,,,,43.7028044599295,-72.2892468695196
1522,,,,,55,35,No,Englilsh Pedunculate oak,Planted,7e202850-69e7-42f2-a7c3-03c1c29fa12b,Quercus robur,Fair,OC03,,,,43.7028953349492,-72.2874066403804
1523,,,,,25,6,No,Red oak,Planted,26b464d5-2537-47fb-a340-804a25ff669d,Quercus rubra,Fair,OC04,Clinton and Robt Mauk,,,43.7029543308035,-72.2872305712192
1524,,"Wed, 10 Nov 2021 15:23:49 GMT",,,16,3,No,Red oak,Planted,a15909c8-9213-4703-baad-f3fb04009690,Quercus rubra,Fair,OC07,Shaver,2021,,43.7028201481314,-72.2872093641037
1525,,,,,70,34,No,Red oak,Planted,bd407914-0239-4c9b-a57a-08a376524f82,Quercus rubra,Fair,OC09,,,,43.7028893335407,-72.2869367441764
1526,,,,,70,34,No,Red oak,Planted,df4c6915-06a3-45a9-b4e3-25a86352bbfa,Quercus rubra,Fair,OC10,,,,43.702903992794,-72.2867946407952
1527,,,,,50,36,No,American elm,Planted,8dc5f1a8-1d32-4854-aa98-c9d518eca9ce,Ulmus americana,Fair,OC14,,,,43.7030570227918,-72.2863335156308
1528,,,,,70,28,No,Norway spruce Removed 10-21,Dead,9a06be71-cdf1-4c89-a544-4bdb5ea197c4,Picea abies,Poor,OC15,,,,43.7031534324071,-72.2864234228382
1529,,,,,55,32,No,American elm,Planted,66fdacf5-dd6e-43cb-938e-38ed4ec2f3e9,Ulmus americana,Fair,OC17,,,,43.7030904909841,-72.2861566507618
1530,,,,,70,32,No,Red oak,Planted,0a6d4fb5-4ae1-4124-9a9a-a284e51c2b3c,Quercus rubra,Good,OC20,,,,43.7031114715052,-72.2859072590199
1531,,,,,20,5,No,Swamp white oak,Planted,c4235d8b-9b7b-4ed4-8815-0a8367566fbf,Quercus bicolor,Good,OC21,,,,43.7033491724857,-72.2861625514907
1532,,,,,20,4,No,White oak,Planted,84b3b675-0993-4ae1-9594-a0aad2dd3284,Quercus alba,Good,OC22,,,,43.7032953187846,-72.2861787699822
1533,,,,,70,24,No,Norway spruce,Planted,c6298e88-c329-4eb6-b25b-cde69caacdb2,Picea abies,Poor,OC26,,,,43.7031471110946,-72.2865249715597
1534,,,,,45,28,No,White oak,Planted,81a95226-60dd-4cb7-8210-dee1f1f64e0c,Quercus alba,Good,OC29,,,,43.7033016142516,-72.2866107122901
1535,,,,,55,38,No,Red oak,Planted,568eb035-70b4-421d-ada8-cac82f5d8dd2,Quercus rubra,Fair,OC33,,,,43.70318938251,-72.2870429557938
1536,,,,,45,30,No,Red maple,Planted,081034ef-8930-4b0f-8391-1467f66250e3,Acer rubrum,Fair,OC34,,,,43.7032910369228,-72.287193709315
1537,,,,,40,16,No,"Norway maple, 'Crimson King'",Planted,46c63bfd-de07-4085-be95-04bb9d32e7e5,Acer pseudoplatanoides,Fair,OC36,,,,43.7033099037955,-72.2873024594745
1538,,,,,25,28,Yes,"Sugar maple, Removed 12-2020",Planted,1ea8f8ed-a218-4898-a557-a82b1c893a33,Acer saccharum,Poor,OC37,,,,43.7033277235931,-72.2874684614297
1539,,,,,40,12,No,Honeylocust,Planted,f89eabd5-d27d-417d-81ed-26d282b23732,Gleditsia triacanthos,Fair,OC38,,,,43.7032878956832,-72.2876054686711
1540,,,,,18,12,No,Crabapple,Planted,82d63ed4-b3b6-4287-bd17-4de65604c9a4,Malus,Faiar,OC39,,,,43.7032155790178,-72.28774609687
1541,,,,,50,18,No,Red oak,Planted,9842c2e2-ee4c-41a6-94bb-c156cbe20bb0,Quercus rubra,Fair,OC41,Class of 1925 for Huberth,,,43.7030871753481,-72.2876011235056
1542,,,,,55,20,No,Red oak,Planted,ed7bdbd6-d0de-468f-8f9d-ed1a16796221,Quercus rubra,Fair,OC42,"Harned, Jack for Vail, JD",,,43.7034308759229,-72.2877278244499
1543,,,,,55,16,No,Red oak,Planted,bb21af9b-bb40-41b8-9f76-f1fdde374aed,Quercus rubra,Fair,OC45,"Smith Family for Smith, David P",,,43.7034392476175,-72.2872968740961
1545,,,Melendy ,,20,4,No,Red maple,Planted,38b6ba25-060e-49b5-9aea-614d0588cc48,Acer rubrum,Good,OC49,Saghri for Rosenfield,October 2024,,43.704007877448,-72.2874694204841
1546,,,,,55,18,No,Red oak,Planted,6cd8898d-ef44-4356-b4c0-264dfad5192a,Quercus rubra,Fair,OC51,"Harned, Jack for Harned, Sam C",,,43.7040466578228,-72.2877086332885
1547,,,,,40,12,No,Honeylocust. Removed 1-20-21,Planted,d2e81df0-79c3-4722-9382-02b4dc94f009,Gleditsia triacanthos,Fair,OC52,,,,43.7041740221318,-72.2878021483977
1548,,,,,20,10,No,American elm,Planted,7c146846-5729-4960-b992-6a64a3d49dac,Ulmus americana,Fair,OC53,"Class of 1993 for Brown, Melissa",,,43.7041252850207,-72.2875600254195
1549,,,,,18,10,No,Sugar maple,Planted,2e9adb06-193d-486f-a87d-c065fc629edf,Acer saccharum,Good,OC54,"Gooding, John Q for Gooding, Willard M",,,43.7041457319477,-72.2875063811574
1550,,,,,16,5,No,Korean Mountain Ash,Planted,4b54f962-6515-42d2-b233-81e55d1f550d,Sorbus alnifolia,Good,OC69,"1939 Class for Blunt, Albert",2013 as replacement for same,,43.7042405779395,-72.2872507601036
1551,,,,,70,40,No,Red oak,Planted,a87ced37-800d-4b2f-9367-2a2cf8c805e2,Quercus rubra,Fair,OC70,,,,43.7042007118476,-72.2870515258668
1553,,,,,75,40,No,Red oak,Planted,7274a1f6-cb3d-4811-9f30-bad9d53aee6d,Quercus rubra,Fair,OC73,,,,43.7043585878364,-72.2863936920908
1554,,,,,20,8,No,Katsura,Planted,243d9ef3-2b8a-4bde-b11b-80cc15d36376,Cercidiphyllum japonicum,Fair,)C74,,,,43.7045247993465,-72.286372234255
1555,,,,,25,5,No,American elm,Planted,5ac28569-a5a9-4302-b611-39e7bd826efa,Ulmus americana,Fair,OC76,,,,43.7046467624771,-72.2862802883788
1558,,,,,35,18,No,American elm/found dutch elm 2022 and cut out,Planted,6ea03ec3-14db-4121-be49-9d2908d1d8e8,Ulmus americana,Good,OC81,,,Arbotect 2022,43.7046689445045,-72.2875554643067
1559,,,,,16,12,No,Crabapple,Planted,54944768-a67a-401e-96ac-707d17edffa9,Malus,Fair,OC84,,,,43.7048439969254,-72.2874665758606
1560,,,,,14,6,No,Crabapple,Planted,5324901a-a44e-4dff-a4ee-78b3fe630302,Malus,Fair,OC84,"Reeve, Marelyn",,,43.7049503700398,-72.286994507074
1561,,,,,40,15,No,Red oak,Planted,ec0d553b-0ed9-4799-9f8e-487014a6727a,Quercus rubra,Fair,OC88,,,,43.7051298425773,-72.2869822762074
1562,,"Fri, 12 Mar 2021 05:00:00 GMT",Beaty,,79,42,No,American elm,Planted,3c70ad7c-0bec-4f37-a18c-3f74df28ff44,Ulmus americana,Fair,OC89,,,Arbotect 2013,43.7052960519194,-72.2869485341358
1563,,,,,20,8,No,Crabapple,Planted,6dea6883-6a4c-4052-92f0-abb3dc72988a,Malus,Fair,OC92,,,,43.7051054888905,-72.2875862023172
1564,,,,,12,5,No,Red horsechestnut,Planted,a7d17366-c573-4ed7-8549-424442d37da4,Aesculus carnea,Fair,OC93,,2016,,43.7048905327823,-72.2876291179889
1565,,,,,35,20,No,Paper birch,Planted,3479bbec-dcae-474d-840f-0137781e6d63,Betula papyrifera,Good,OC96,,,,43.705386912258,-72.28743905637
1566,,,,,18,6,No,Swamp white oak,Planted,1f15d61e-4a22-4390-92ea-6e896fed8091,Quercus bicolor,Good,OC97,Class of 1937 for Class of 1937,,,43.7043401138189,-72.2868731710425
1567,,,,,16,5,No,American elm,Planted,314c726a-929a-4592-9ccc-63d99df6b5c3,Ulmus americana,Fair,OC98,"For Pond, Scott",,,43.7043711378305,-72.2866892786352
1568,,,,,12,5,No,American elm 'Princeton',Planted,e4f89469-0025-428a-b75c-b259e2655f6b,Ulmus americana,Good,OC99,"Saucier, Claude for Murray, L. Richard",2021,,43.7030481384472,-72.2866617057754
1569,,,,,30,12,No,Red oak,Planted,96acee9d-8de1-4973-99e3-6ae4d912681a,Quercus rubra,Fair,OC100,Class of 1932 for Class of 1932,,,43.7031655575598,-72.2872533069678
1570,,,,,35,16,No,Norway maple Removed 12-2020,Planted,8f4320de-4dc4-4f7a-a9be-79870dc79434,Acer platanoides 'Crimson King',Fair,OC35,,,,43.7030837588127,-72.2872086479994
1571,,,,,12,6,No,Magnolia hedge,Planted,b9f7928f-5f0f-4eaa-b012-4a0ed2d4ad6f,Magnolia stellata,Fair,OC105,,,Transtect Summer 2019,43.7048298278015,-72.2869130819983
1573,,,,,65,22,No,Red oak,Planted,47cdb58a-7b92-4590-8cb8-bbefd6fe9630,Quercus rubra,Good,OC58,"Chiu, Yanek for Chiu, Sin-Sing",,,43.7034981901921,-72.2868801974348
1574,,,,,75,30,No,American elm,Planted,1de2b851-24af-4631-83ed-65b945fe5042,Ulmus americana,Poor,OC57,,,Arbotect 2022,43.7038969321089,-72.2865912162616
